Set,Release Date,Set Type,Card Name,Card No.,Mana Cost,Type,Rarity,Price
Duel Decks: Elves vs. Inventors,2018-04-06,duel_deck,Great Furnace,67,,Artifact Land,common,1.92
Duel Decks: Elves vs. Inventors,2018-04-06,duel_deck,Seat of the Synod,69,,Artifact Land,common,1.08
Duel Decks: Elves vs. Inventors,2018-04-06,duel_deck,Shivan Reef,70,,Land,rare,0.77
Duel Decks: Elves vs. Inventors,2018-04-06,duel_deck,Swiftwater Cliffs,71,,Land,common,0.07
Duel Decks: Elves vs. Inventors,2018-04-06,duel_deck,Temple of Epiphany,72,,Land,rare,0.28
Dominaria,2018-04-27,expansion,Adamant Will,2,{1}{W},Instant,common,0.03
Dominaria,2018-04-27,expansion,Blessed Light,7,{4}{W},Instant,common,0.04
Dominaria,2018-04-27,expansion,Call the Cavalry,9,{3}{W},Sorcery,common,0.02
Dominaria,2018-04-27,expansion,Charge,10,{W},Instant,common,0.03
Dominaria,2018-04-27,expansion,Danitha Capashen. Paragon,12,{2}{W},Legendary Creature — Human Knight,uncommon,0.25
Dominaria Promos,2018-04-27,promo,Danitha Capashen. Paragon,12s,{2}{W},Legendary Creature — Human Knight,uncommon,
Dominaria,2018-04-27,expansion,Dauntless Bodyguard,14,{W},Creature — Human Knight,uncommon,0.18
Dominaria,2018-04-27,expansion,Dub,15,{2}{W},Enchantment — Aura,common,0.01
Dominaria,2018-04-27,expansion,Mesa Unicorn,27,{1}{W},Creature — Unicorn,common,0.04
Dominaria,2018-04-27,expansion,On Serra's Wings,28,{3}{W},Legendary Enchantment — Aura,uncommon,0.15
Dominaria,2018-04-27,expansion,Pegasus Courser,29,{2}{W},Creature — Pegasus,common,0.02
Dominaria,2018-04-27,expansion,Serra Angel,33,{3}{W}{W},Creature — Angel,uncommon,0.05
Dominaria,2018-04-27,expansion,Teshar. Ancestor's Apostle,36,{3}{W},Legendary Creature — Bird Cleric,rare,0.25
Dominaria Promos,2018-04-27,promo,Teshar. Ancestor's Apostle,36s,{3}{W},Legendary Creature — Bird Cleric,rare,
Dominaria,2018-04-27,expansion,Blink of an Eye,46,{1}{U},Instant,common,0.12
Dominaria,2018-04-27,expansion,Cloudreader Sphinx,47,{4}{U},Creature — Sphinx,common,0.02
Dominaria,2018-04-27,expansion,Cold-Water Snapper,48,{5}{U},Creature — Turtle,common,0.02
Dominaria,2018-04-27,expansion,Deep Freeze,50,{2}{U},Enchantment — Aura,common,0.03
Dominaria,2018-04-27,expansion,Divination,52,{2}{U},Sorcery,common,0.02
Dominaria,2018-04-27,expansion,Homarid Explorer,53,{3}{U},Creature — Homarid Scout,common,0.03
Dominaria,2018-04-27,expansion,Opt,60,{U},Instant,common,0.08
Dominaria Promos,2018-04-27,promo,Opt,60,{U},Instant,common,
Dominaria,2018-04-27,expansion,Sage of Lat-Nam,64,{1}{U},Creature — Human Artificer,uncommon,0.07
Dominaria,2018-04-27,expansion,Syncopate,67,{X}{U},Instant,common,0.03
Dominaria,2018-04-27,expansion,Tetsuko Umezawa. Fugitive,69,{1}{U},Legendary Creature — Human Rogue,uncommon,0.16
Dominaria Promos,2018-04-27,promo,Tetsuko Umezawa. Fugitive,69s,{1}{U},Legendary Creature — Human Rogue,uncommon,
Dominaria,2018-04-27,expansion,Vodalian Arcanist,73,{1}{U},Creature — Merfolk Wizard,common,0.03
Dominaria,2018-04-27,expansion,Zahid. Djinn of the Lamp,76,{4}{U}{U},Legendary Creature — Djinn,rare,0.07
Dominaria Promos,2018-04-27,promo,Zahid. Djinn of the Lamp,76,{4}{U}{U},Legendary Creature — Djinn,rare,
Dominaria,2018-04-27,expansion,Cast Down,81,{1}{B},Instant,uncommon,0.29
Dominaria Promos,2018-04-27,promo,Cast Down,81,{1}{B},Instant,uncommon,
Dominaria,2018-04-27,expansion,Chainer's Torment,82,{3}{B},Enchantment — Saga,uncommon,0.09
Dominaria,2018-04-27,expansion,Dark Bargain,83,{3}{B},Instant,common,0.03
Dominaria,2018-04-27,expansion,Deathbloom Thallid,84,{2}{B},Creature — Fungus,common,0.03
Dominaria,2018-04-27,expansion,Divest,87,{B},Sorcery,common,0.08
Dominaria,2018-04-27,expansion,The Eldest Reborn,90,{4}{B},Enchantment — Saga,uncommon,0.45
Dominaria,2018-04-27,expansion,Fungal Infection,94,{B},Instant,common,0.07
Dominaria,2018-04-27,expansion,Soul Salvage,104,{2}{B},Sorcery,common,0.03
Dominaria,2018-04-27,expansion,Torgaar. Famine Incarnate,108,{6}{B}{B},Legendary Creature — Avatar,rare,0.28
Dominaria Promos,2018-04-27,promo,Torgaar. Famine Incarnate,108s,{6}{B}{B},Legendary Creature — Avatar,rare,
Dominaria,2018-04-27,expansion,Vicious Offering,110,{1}{B},Instant,common,0.02
Dominaria,2018-04-27,expansion,Windgrace Acolyte,112,{4}{B},Creature — Cat Warrior,common,0.03
Dominaria,2018-04-27,expansion,Champion of the Flame,116,{1}{R},Creature — Human Warrior,uncommon,0.07
Dominaria,2018-04-27,expansion,Fight with Fire,119,{2}{R},Sorcery,uncommon,0.07
Dominaria,2018-04-27,expansion,The Flame of Keld,123,{1}{R},Enchantment — Saga,uncommon,0.07
Dominaria,2018-04-27,expansion,Frenzied Rage,124,{1}{R},Enchantment — Aura,common,0.03
Dominaria,2018-04-27,expansion,Ghitu Lavarunner,127,{R},Creature — Human Wizard,common,0.05
Dominaria,2018-04-27,expansion,Haphazard Bombardment,131,{5}{R},Enchantment,rare,0.09
Dominaria Promos,2018-04-27,promo,Haphazard Bombardment,131s,{5}{R},Enchantment,rare,
Dominaria,2018-04-27,expansion,Orcish Vandal,137,{1}{R},Creature — Orc Warrior,uncommon,0.04
Dominaria,2018-04-27,expansion,Run Amok,140,{1}{R},Instant,common,0.02
Dominaria,2018-04-27,expansion,Shivan Fire,142,{R},Instant,common,0.03
Dominaria,2018-04-27,expansion,Skirk Prospector,144,{R},Creature — Goblin,common,0.24
Dominaria,2018-04-27,expansion,Valduk. Keeper of the Flame,148,{2}{R},Legendary Creature — Human Shaman,uncommon,0.05
Dominaria Promos,2018-04-27,promo,Valduk. Keeper of the Flame,148s,{2}{R},Legendary Creature — Human Shaman,uncommon,
Dominaria,2018-04-27,expansion,Warlord's Fury,151,{R},Sorcery,common,0.10
Dominaria,2018-04-27,expansion,Adventurous Impulse,153,{G},Sorcery,common,0.06
Dominaria,2018-04-27,expansion,Baloth Gorger,156,{2}{G}{G},Creature — Beast,common,0.01
Dominaria,2018-04-27,expansion,Broken Bond,157,{1}{G},Sorcery,common,0.24
Dominaria,2018-04-27,expansion,Gaea's Blessing,161,{1}{G},Sorcery,uncommon,0.28
Dominaria,2018-04-27,expansion,Grow from the Ashes,164,{2}{G},Sorcery,common,0.30
Dominaria,2018-04-27,expansion,Llanowar Elves,168,{G},Creature — Elf Druid,common,0.30
Dominaria Promos,2018-04-27,promo,Llanowar Elves,168,{G},Creature — Elf Druid,common,
Dominaria,2018-04-27,expansion,Saproling Migration,178,{1}{G},Sorcery,common,0.10
Dominaria,2018-04-27,expansion,Song of Freyalise,179,{1}{G},Enchantment — Saga,uncommon,1.25
Dominaria,2018-04-27,expansion,Untamed Kavu,186,{1}{G},Creature — Kavu,uncommon,0.09
Dominaria,2018-04-27,expansion,Wild Onslaught,188,{3}{G},Instant,uncommon,0.04
Dominaria,2018-04-27,expansion,Yavimaya Sapherd,189,{2}{G},Creature — Fungus,common,0.07
Dominaria,2018-04-27,expansion,Adeliz. the Cinder Wind,190,{1}{U}{R},Legendary Creature — Human Wizard,uncommon,0.12
Dominaria Promos,2018-04-27,promo,Adeliz. the Cinder Wind,190s,{1}{U}{R},Legendary Creature — Human Wizard,uncommon,
Dominaria,2018-04-27,expansion,Tatyova. Benthic Druid,206,{3}{G}{U},Legendary Creature — Merfolk Druid,uncommon,0.22
Dominaria Promos,2018-04-27,promo,Tatyova. Benthic Druid,206s,{3}{G}{U},Legendary Creature — Merfolk Druid,uncommon,
Dominaria,2018-04-27,expansion,Tiana. Ship's Caretaker,208,{3}{R}{W},Legendary Creature — Angel Artificer,uncommon,0.09
Dominaria Promos,2018-04-27,promo,Tiana. Ship's Caretaker,208s,{3}{R}{W},Legendary Creature — Angel Artificer,uncommon,
Dominaria,2018-04-27,expansion,Howling Golem,218,{3},Artifact Creature — Golem,uncommon,0.06
Dominaria,2018-04-27,expansion,Icy Manipulator,219,{4},Artifact,uncommon,0.10
Dominaria,2018-04-27,expansion,Juggernaut,222,{4},Artifact Creature — Juggernaut,uncommon,0.04
Dominaria,2018-04-27,expansion,Navigator's Compass,225,{1},Artifact,common,0.03
Dominaria,2018-04-27,expansion,Short Sword,229,{1},Artifact — Equipment,common,0.03
Dominaria,2018-04-27,expansion,Skittering Surveyor,230,{3},Artifact Creature — Construct,common,0.02
Dominaria,2018-04-27,expansion,Sparring Construct,232,{1},Artifact Creature — Construct,common,0.03
Dominaria,2018-04-27,expansion,Voltaic Servant,236,{2},Artifact Creature — Construct,common,0.11
Dominaria,2018-04-27,expansion,Memorial to Glory,244,,Land,uncommon,0.07
Dominaria,2018-04-27,expansion,Meandering River,274,,Land,common,0.14
Dominaria,2018-04-27,expansion,Timber Gorge,279,,Land,common,0.15
Commander Anthology Volume II,2018-06-08,commander,Vorosh. the Hunter,3,{3}{B}{G}{U},Legendary Creature — Dragon,rare,
Commander Anthology Volume II,2018-06-08,commander,Artisan of Kozilek,14,{9},Creature — Eldrazi,uncommon,0.68
Commander Anthology Volume II,2018-06-08,commander,Abzan Falconer,15,{2}{W},Creature — Human Soldier,uncommon,0.19
Battlebond,2018-06-08,draft_innovation,Soulblade Corrupter,17,{4}{B},Creature — Human Warrior,uncommon,0.11
Battlebond Promos,2018-06-08,promo,Soulblade Corrupter,17s,{4}{B},Creature — Human Warrior,uncommon,
Commander Anthology Volume II,2018-06-08,commander,Banishing Light,18,{2}{W},Enchantment,uncommon,0.19
Battlebond,2018-06-08,draft_innovation,Ley Weaver,21,{3}{G},Creature — Human Druid,uncommon,0.42
Battlebond Promos,2018-06-08,promo,Ley Weaver,21s,{3}{G},Creature — Human Druid,uncommon,
Commander Anthology Volume II,2018-06-08,commander,Crib Swap,22,{2}{W},Tribal Instant — Shapeshifter,uncommon,0.25
Battlebond,2018-06-08,draft_innovation,Lore Weaver,22,{3}{U},Creature — Human Wizard,uncommon,0.13
Battlebond Promos,2018-06-08,promo,Lore Weaver,22s,{3}{U},Creature — Human Wizard,uncommon,
Commander Anthology Volume II,2018-06-08,commander,Dawnbreak Reclaimer,24,{4}{W}{W},Creature — Angel,rare,1.01
Commander Anthology Volume II,2018-06-08,commander,Dawnglare Invoker,25,{2}{W},Creature — Kor Wizard,common,0.09
Commander Anthology Volume II,2018-06-08,commander,Elite Scaleguard,27,{4}{W},Creature — Human Soldier,uncommon,0.19
Commander Anthology Volume II,2018-06-08,commander,Faith's Fetters,28,{3}{W},Enchantment — Aura,common,0.20
Commander Anthology Volume II,2018-06-08,commander,Oreskos Explorer,32,{1}{W},Creature — Cat Scout,uncommon,0.15
Commander Anthology Volume II,2018-06-08,commander,Orim's Thunder,33,{2}{W},Instant,common,0.16
Battlebond,2018-06-08,draft_innovation,Saltwater Stalwart,39,{3}{U},Creature — Merfolk Warrior,common,0.03
Commander Anthology Volume II,2018-06-08,commander,Disdainful Stroke,40,{1}{U},Instant,common,0.24
Commander Anthology Volume II,2018-06-08,commander,Fact or Fiction,42,{3}{U},Instant,uncommon,0.17
Commander Anthology Volume II,2018-06-08,commander,Mulldrifter,47,{4}{U},Creature — Elemental,common,0.30
Commander Anthology Volume II,2018-06-08,commander,Tezzeret's Gambit,51,{3}{U/P},Sorcery,uncommon,0.62
Commander Anthology Volume II,2018-06-08,commander,Thrummingbird,52,{1}{U},Creature — Phyrexian Bird Horror,uncommon,0.16
Commander Anthology Volume II,2018-06-08,commander,Treasure Cruise,53,{7}{U},Sorcery,common,0.39
Commander Anthology Volume II,2018-06-08,commander,Windfall,55,{2}{U},Sorcery,uncommon,5.40
Battlebond,2018-06-08,draft_innovation,Azra Bladeseeker,55,{2}{R},Creature — Azra Warrior,common,0.02
Commander Anthology Volume II,2018-06-08,commander,Fleshbag Marauder,64,{2}{B},Creature — Zombie Warrior,uncommon,0.26
Commander Anthology Volume II,2018-06-08,commander,Gravedigger,66,{3}{B},Creature — Zombie,common,0.10
Battlebond,2018-06-08,draft_innovation,Jungle Wayfinder,72,{2}{G},Creature — Elf Warrior,common,0.04
Battlebond,2018-06-08,draft_innovation,Azra Oddsmaker,75,{1}{B}{R},Creature — Azra Warrior,uncommon,0.56
Commander Anthology Volume II,2018-06-08,commander,Sign in Blood,77,{B}{B},Sorcery,common,0.80
Commander Anthology Volume II,2018-06-08,commander,Syphon Mind,80,{3}{B},Sorcery,common,0.89
Commander Anthology Volume II,2018-06-08,commander,Unnerve,81,{3}{B},Sorcery,common,0.20
Battlebond,2018-06-08,draft_innovation,Bountiful Promenade,81,,Land,rare,8.10
Commander Anthology Volume II,2018-06-08,commander,Beetleback Chief,83,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.34
Battlebond,2018-06-08,draft_innovation,Angelic Gift,88,{1}{W},Enchantment — Aura,common,0.10
Battlebond,2018-06-08,draft_innovation,Doomed Traveler,91,{W},Creature — Human Soldier,common,0.04
Commander Anthology Volume II,2018-06-08,commander,Faithless Looting,96,{R},Sorcery,common,0.83
Battlebond,2018-06-08,draft_innovation,Loyal Pegasus,97,{W},Creature — Pegasus,uncommon,0.07
Commander Anthology Volume II,2018-06-08,commander,Flametongue Kavu,99,{3}{R},Creature — Kavu,uncommon,0.25
Battlebond,2018-06-08,draft_innovation,Midnight Guard,99,{2}{W},Creature — Human Soldier,common,0.08
Battlebond,2018-06-08,draft_innovation,Oreskos Explorer,100,{1}{W},Creature — Cat Scout,uncommon,0.16
Battlebond,2018-06-08,draft_innovation,Pacifism,101,{1}{W},Enchantment — Aura,common,0.01
Commander Anthology Volume II,2018-06-08,commander,Ingot Chewer,110,{4}{R},Creature — Elemental,common,0.29
Battlebond,2018-06-08,draft_innovation,Swords to Plowshares,110,{W},Instant,uncommon,0.90
Commander Anthology Volume II,2018-06-08,commander,Meteor Blast,114,{X}{R}{R}{R},Sorcery,uncommon,0.31
Commander Anthology Volume II,2018-06-08,commander,Rite of the Raging Storm,115,{3}{R}{R},Enchantment,uncommon,1.35
Battlebond,2018-06-08,draft_innovation,Claustrophobia,115,{1}{U}{U},Enchantment — Aura,common,0.07
Commander Anthology Volume II,2018-06-08,commander,Spitebellows,117,{5}{R},Creature — Elemental,uncommon,0.10
Battlebond,2018-06-08,draft_innovation,Frost Lynx,118,{2}{U},Creature — Elemental Cat,common,0.02
Battlebond,2018-06-08,draft_innovation,Impulse,119,{1}{U},Instant,common,0.16
Commander Anthology Volume II,2018-06-08,commander,Stoneshock Giant,120,{3}{R}{R},Creature — Giant,uncommon,0.15
Battlebond,2018-06-08,draft_innovation,Kitesail Corsair,120,{1}{U},Creature — Human Pirate,common,0.01
Battlebond,2018-06-08,draft_innovation,Negate,123,{1}{U},Instant,common,0.09
Commander Anthology Volume II,2018-06-08,commander,Tuktuk the Explorer,124,{2}{R},Legendary Creature — Goblin,rare,0.24
Battlebond,2018-06-08,draft_innovation,Omenspeaker,125,{1}{U},Creature — Human Wizard,common,0.01
Battlebond,2018-06-08,draft_innovation,Peregrine Drake,128,{4}{U},Creature — Drake,uncommon,0.23
Commander Anthology Volume II,2018-06-08,commander,Acidic Slime,132,{3}{G}{G},Creature — Ooze,uncommon,0.24
Commander Anthology Volume II,2018-06-08,commander,Cultivate,135,{2}{G},Sorcery,common,0.67
Battlebond,2018-06-08,draft_innovation,Totally Lost,135,{4}{U},Instant,common,0.01
Commander Anthology Volume II,2018-06-08,commander,Eternal Witness,136,{1}{G}{G},Creature — Human Shaman,uncommon,2.06
Commander Anthology Volume II,2018-06-08,commander,Relic Crush,142,{4}{G},Instant,common,0.14
Battlebond,2018-06-08,draft_innovation,Doomed Dissenter,142,{1}{B},Creature — Human,common,0.04
Battlebond,2018-06-08,draft_innovation,Hand of Silumgar,146,{1}{B},Creature — Human Warrior,common,0.04
Commander Anthology Volume II,2018-06-08,commander,Tuskguard Captain,147,{2}{G},Creature — Human Warrior,uncommon,0.35
Battlebond,2018-06-08,draft_innovation,Last Gasp,147,{1}{B},Instant,common,0.02
Commander Anthology Volume II,2018-06-08,commander,Yavimaya Elder,149,{1}{G}{G},Creature — Human Druid,common,0.09
Commander Anthology Volume II,2018-06-08,commander,Desecrator Hag,153,{2}{B/G}{B/G},Creature — Hag,common,0.12
Battlebond,2018-06-08,draft_innovation,Rotfeaster Maggot,157,{4}{B},Creature — Insect,common,0.01
Commander Anthology Volume II,2018-06-08,commander,Juniper Order Ranger,158,{3}{G}{W},Creature — Human Knight Ranger,uncommon,0.25
Commander Anthology Volume II,2018-06-08,commander,Migratory Route,161,{3}{W}{U},Sorcery,uncommon,0.19
Commander Anthology Volume II,2018-06-08,commander,Mortify,163,{1}{W}{B},Instant,uncommon,0.63
Commander Anthology Volume II,2018-06-08,commander,Putrefy,164,{1}{B}{G},Instant,uncommon,0.28
Battlebond,2018-06-08,draft_innovation,Battle-Rattle Shaman,166,{3}{R},Creature — Goblin Shaman,uncommon,0.01
Battlebond,2018-06-08,draft_innovation,Borderland Marauder,170,{1}{R},Creature — Human Warrior,common,0.02
Battlebond,2018-06-08,draft_innovation,Chain Lightning,171,{R},Sorcery,uncommon,0.35
Battlebond,2018-06-08,draft_innovation,Dragon Hatchling,173,{1}{R},Creature — Dragon,common,0.05
Battlebond,2018-06-08,draft_innovation,Ember Beast,175,{2}{R},Creature — Beast,common,0.03
Commander Anthology Volume II,2018-06-08,commander,Boros Signet,176,{2},Artifact,common,0.82
Commander Anthology Volume II,2018-06-08,commander,Bottle Gnomes,177,{3},Artifact Creature — Gnome,uncommon,0.11
Battlebond,2018-06-08,draft_innovation,Flamewave Invoker,178,{2}{R},Creature — Goblin Mutant,uncommon,0.09
Commander Anthology Volume II,2018-06-08,commander,Cathodion,179,{3},Artifact Creature — Construct,uncommon,0.11
Commander Anthology Volume II,2018-06-08,commander,Coldsteel Heart,181,{2},Snow Artifact,uncommon,1.27
Commander Anthology Volume II,2018-06-08,commander,Commander's Sphere,182,{3},Artifact,common,0.27
Battlebond,2018-06-08,draft_innovation,Shock,184,{R},Instant,common,0.02
Commander Anthology Volume II,2018-06-08,commander,Dimir Signet,185,{2},Artifact,common,3.42
Battlebond,2018-06-08,draft_innovation,Trumpet Blast,186,{2}{R},Instant,uncommon,0.02
Commander Anthology Volume II,2018-06-08,commander,Epochrasite,187,{2},Artifact Creature — Construct,rare,0.27
Commander Anthology Volume II,2018-06-08,commander,Everflowing Chalice,188,{0},Artifact,uncommon,0.67
Commander Anthology Volume II,2018-06-08,commander,Fellwar Stone,189,{2},Artifact,uncommon,0.99
Battlebond,2018-06-08,draft_innovation,Beast Within,190,{2}{G},Instant,uncommon,1.15
Commander Anthology Volume II,2018-06-08,commander,Golgari Signet,191,{2},Artifact,common,1.05
Commander Anthology Volume II,2018-06-08,commander,Ichor Wellspring,193,{2},Artifact,common,0.27
Commander Anthology Volume II,2018-06-08,commander,Jalum Tome,194,{3},Artifact,rare,0.12
Commander Anthology Volume II,2018-06-08,commander,Lightning Greaves,196,{2},Artifact — Equipment,uncommon,8.89
Battlebond,2018-06-08,draft_innovation,Elvish Visionary,196,{1}{G},Creature — Elf Shaman,common,0.06
Battlebond,2018-06-08,draft_innovation,Fertile Ground,198,{1}{G},Enchantment — Aura,common,0.19
Commander Anthology Volume II,2018-06-08,commander,Loxodon Warhammer,199,{3},Artifact — Equipment,rare,0.33
Commander Anthology Volume II,2018-06-08,commander,Mind Stone,200,{2},Artifact,uncommon,0.55
Battlebond,2018-06-08,draft_innovation,Giant Growth,200,{G},Instant,common,0.07
Commander Anthology Volume II,2018-06-08,commander,Mycosynth Wellspring,201,{2},Artifact,common,0.16
Commander Anthology Volume II,2018-06-08,commander,Myr Retriever,203,{2},Artifact Creature — Myr,uncommon,1.86
Commander Anthology Volume II,2018-06-08,commander,Myr Sire,204,{2},Artifact Creature — Phyrexian Myr,common,0.17
Commander Anthology Volume II,2018-06-08,commander,Orzhov Signet,206,{2},Artifact,common,0.60
Battlebond,2018-06-08,draft_innovation,Plated Crusher,207,{4}{G}{G}{G},Creature — Beast,uncommon,0.08
Battlebond,2018-06-08,draft_innovation,Primal Huntbeast,208,{3}{G},Creature — Beast,common,0.04
Battlebond,2018-06-08,draft_innovation,Pulse of Murasa,209,{2}{G},Instant,uncommon,0.10
Commander Anthology Volume II,2018-06-08,commander,Pilgrim's Eye,210,{3},Artifact Creature — Thopter,common,0.09
Commander Anthology Volume II,2018-06-08,commander,Pristine Talisman,211,{3},Artifact,common,0.27
Battlebond,2018-06-08,draft_innovation,Skyshroud Claim,213,{3}{G},Sorcery,common,1.40
Battlebond,2018-06-08,draft_innovation,Veteran Explorer,214,{G},Creature — Human Soldier Scout,uncommon,0.25
Commander Anthology Volume II,2018-06-08,commander,Simic Signet,215,{2},Artifact,common,0.51
Battlebond,2018-06-08,draft_innovation,Auger Spree,218,{1}{B}{R},Instant,common,0.03
Battlebond,2018-06-08,draft_innovation,Centaur Healer,219,{1}{G}{W},Creature — Centaur Cleric,common,0.03
Battlebond,2018-06-08,draft_innovation,Dinrova Horror,220,{4}{U}{B},Creature — Horror,uncommon,0.07
Commander Anthology Volume II,2018-06-08,commander,Thought Vessel,224,{2},Artifact,common,4.28
Battlebond,2018-06-08,draft_innovation,Jelenn Sphinx,224,{3}{W}{U},Creature — Sphinx,uncommon,0.08
Commander Anthology Volume II,2018-06-08,commander,Unstable Obelisk,227,{3},Artifact,uncommon,0.39
Commander Anthology Volume II,2018-06-08,commander,Wayfarer's Bauble,229,{1},Artifact,common,0.76
