Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
Mystery Booster,2019-11-07,Savannah Lions,12,218,{W},Creature — Cat,common,0.18
Mystery Booster,2019-11-07,Seeker of the Way,25,221,{1}{W},Creature — Human Warrior,uncommon,0.07
Mystery Booster,2019-11-07,Sunlance,12,249,{W},Sorcery,common,0.10
Mystery Booster,2019-11-07,Thraben Inspector,30,260,{W},Creature — Human Soldier,common,0.28
Mystery Booster,2019-11-07,Topan Freeblade,9,263,{1}{W},Creature — Human Soldier,common,0.08
Mystery Booster,2019-11-07,Aethersnipe,10,282,{5}{U},Creature — Elemental,common,0.06
Mystery Booster,2019-11-07,Archaeomancer,19,289,{2}{U}{U},Creature — Human Wizard,common,0.34
Mystery Booster,2019-11-07,Cloudkin Seer,26,323,{2}{U},Creature — Elemental Wizard,common,0.23
Mystery Booster,2019-11-07,Condescend,15,328,{X}{U},Instant,uncommon,0.28
Mystery Booster,2019-11-07,Counterspell,29,336,{U}{U},Instant,common,1.28
Mystery Booster,2019-11-07,Deep Analysis,20,345,{3}{U},Sorcery,common,0.11
Mystery Booster,2019-11-07,Displace,11,351,{2}{U},Instant,common,0.52
Mystery Booster,2019-11-07,Errant Ephemeron,13,366,{6}{U},Creature — Illusion,common,0.07
Mystery Booster,2019-11-07,Exclude,16,369,{2}{U},Instant,uncommon,0.09
Mystery Booster,2019-11-07,Impulse,14,404,{1}{U},Instant,common,0.15
Mystery Booster,2019-11-07,Mana Leak,24,420,{1}{U},Instant,common,0.18
Mystery Booster,2019-11-07,Man-o'-War,23,421,{2}{U},Creature — Jellyfish,common,0.05
Mystery Booster,2019-11-07,Merfolk Looter,12,426,{1}{U},Creature — Merfolk Rogue,uncommon,0.11
Mystery Booster,2019-11-07,Mist Raven,16,434,{2}{U}{U},Creature — Bird,common,0.07
Mystery Booster,2019-11-07,Mnemonic Wall,12,435,{4}{U},Creature — Wall,common,0.22
Mystery Booster,2019-11-07,Mulldrifter,29,437,{4}{U},Creature — Elemental,common,0.29
Mystery Booster,2019-11-07,Ninja of the Deep Hours,27,446,{3}{U},Creature — Human Ninja,common,1.24
Mystery Booster,2019-11-07,Opt,16,451,{U},Instant,common,0.19
Mystery Booster,2019-11-07,Preordain,25,460,{U},Sorcery,common,2.08
Mystery Booster,2019-11-07,Sea Gate Oracle,16,480,{2}{U},Creature — Human Wizard,common,0.11
Mystery Booster,2019-11-07,Shaper Parasite,4,485,{1}{U}{U},Creature — Illusion,common,0.06
Mystery Booster,2019-11-07,Skittering Crustacean,7,494,{2}{U},Creature — Crab,common,0.12
Mystery Booster,2019-11-07,Snap,15,498,{1}{U},Instant,common,0.99
Mystery Booster,2019-11-07,Treasure Cruise,23,530,{7}{U},Sorcery,common,0.26
Mystery Booster,2019-11-07,Warden of Evos Isle,8,540,{2}{U},Creature — Bird Wizard,common,0.06
Mystery Booster,2019-11-07,Carrion Feeder,24,592,{B},Creature — Zombie,uncommon,1.43
Mystery Booster,2019-11-07,Death Denied,17,618,{X}{B}{B},Instant — Arcane,common,0.12
Mystery Booster,2019-11-07,Doomed Dissenter,7,631,{1}{B},Creature — Human,common,0.04
Mystery Booster,2019-11-07,Dusk Legion Zealot,15,644,{1}{B},Creature — Vampire Soldier,common,0.20
Mystery Booster,2019-11-07,First-Sphere Gargantua,18,662,{4}{B}{B},Creature — Phyrexian Horror,common,0.09
Mystery Booster,2019-11-07,Go for the Throat,10,670,{1}{B},Instant,uncommon,0.61
Mystery Booster,2019-11-07,Gravedigger,14,674,{3}{B},Creature — Zombie,common,0.07
Mystery Booster,2019-11-07,Gray Merchant of Asphodel,20,677,{3}{B}{B},Creature — Zombie,common,0.47
Mystery Booster,2019-11-07,Gurmag Angler,25,683,{6}{B},Creature — Zombie Fish,common,0.21
Mystery Booster,2019-11-07,Night's Whisper,18,723,{1}{B},Sorcery,common,1.15
Mystery Booster,2019-11-07,Okiba-Gang Shinobi,18,726,{3}{B}{B},Creature — Rat Ninja,common,0.62
Mystery Booster,2019-11-07,Pestilence,19,729,{2}{B}{B},Enchantment,common,0.23
Mystery Booster,2019-11-07,Phyrexian Rager,23,732,{2}{B},Creature — Phyrexian Horror,common,0.04
Mystery Booster,2019-11-07,Plagued Rusalka,8,736,{B},Creature — Spirit,common,0.10
Mystery Booster,2019-11-07,Read the Bones,16,746,{2}{B},Sorcery,common,0.26
Mystery Booster,2019-11-07,Thorn of the Black Rose,15,792,{3}{B},Creature — Human Assassin,common,0.20
Mystery Booster,2019-11-07,Tragic Slip,14,799,{B},Instant,common,0.24
Mystery Booster,2019-11-07,Typhoid Rats,2,803,{B},Creature — Rat,common,0.22
Mystery Booster,2019-11-07,Beetleback Chief,21,852,{2}{R}{R},Creature — Goblin Warrior,uncommon,1.15
Mystery Booster,2019-11-07,Burst Lightning,19,879,{R},Instant,common,0.15
Mystery Booster,2019-11-07,Dynacharge,14,913,{R},Instant,common,0.06
Mystery Booster,2019-11-07,Faithless Looting,23,919,{R},Sorcery,common,0.45
Mystery Booster,2019-11-07,Fireball,12,926,{X}{R},Sorcery,uncommon,0.06
Mystery Booster,2019-11-07,Firebolt,23,927,{R},Sorcery,common,0.07
Mystery Booster,2019-11-07,Firebrand Archer,17,928,{1}{R},Creature — Human Archer,common,0.91
Mystery Booster,2019-11-07,Goblin Motivator,8,957,{R},Creature — Goblin Warrior,common,0.17
Mystery Booster,2019-11-07,Insolent Neonate,14,984,{R},Creature — Vampire,common,0.21
Mystery Booster,2019-11-07,Jackal Pup,13,985,{R},Creature — Jackal,common,0.10
Mystery Booster,2019-11-07,Krenko's Command,9,997,{1}{R},Sorcery,common,0.38
Mystery Booster,2019-11-07,Lightning Bolt,28,1001,{R},Instant,uncommon,0.57
Mystery Booster,2019-11-07,Mogg War Marshal,22,1015,{1}{R},Creature — Goblin Warrior,common,0.11
Mystery Booster,2019-11-07,Monastery Swiftspear,21,1017,{R},Creature — Human Monk,uncommon,0.65
Mystery Booster,2019-11-07,Rubblebelt Maaka,2,1044,{3}{R},Creature — Cat,common,0.06
Mystery Booster,2019-11-07,Elephant Guide,19,1192,{2}{G},Enchantment — Aura,common,0.15
Mystery Booster,2019-11-07,Experiment One,18,1201,{G},Creature — Human Ooze,uncommon,0.18
Mystery Booster,2019-11-07,Giant Growth,11,1218,{G},Instant,common,0.10
Mystery Booster,2019-11-07,Grapple with the Past,13,1224,{1}{G},Instant,common,0.16
Mystery Booster,2019-11-07,Hooting Mandrills,18,1237,{5}{G},Creature — Ape,common,0.14
Mystery Booster,2019-11-07,Krosan Tusker,23,1255,{5}{G}{G},Creature — Boar Beast,common,0.07
Mystery Booster,2019-11-07,Lead the Stampede,4,1259,{2}{G},Sorcery,common,0.22
Mystery Booster,2019-11-07,Llanowar Elves,28,1262,{G},Creature — Elf Druid,common,0.32
Mystery Booster,2019-11-07,Nature's Lore,6,1276,{1}{G},Sorcery,common,2.09
Mystery Booster,2019-11-07,Nest Invader,13,1277,{1}{G},Creature — Eldrazi Drone,common,0.21
Mystery Booster,2019-11-07,Penumbra Spider,14,1291,{2}{G}{G},Creature — Spider,common,0.17
Mystery Booster,2019-11-07,Pulse of Murasa,17,1300,{2}{G},Instant,common,0.18
Mystery Booster,2019-11-07,Rampant Growth,6,1303,{1}{G},Sorcery,common,0.34
Mystery Booster,2019-11-07,Rancor,28,1304,{G},Enchantment — Aura,uncommon,0.97
Mystery Booster,2019-11-07,Sakura-Tribe Elder,22,1322,{1}{G},Creature — Snake Shaman,common,1.05
Mystery Booster,2019-11-07,Thornweald Archer,9,1355,{1}{G},Creature — Elf Archer,common,0.13
Mystery Booster,2019-11-07,Yavimaya Elder,15,1379,{1}{G}{G},Creature — Human Druid,common,0.23
Mystery Booster,2019-11-07,Armadillo Cloak,17,1388,{1}{G}{W},Enchantment — Aura,uncommon,0.54
Mystery Booster,2019-11-07,Coiling Oracle,18,1409,{G}{U},Creature — Snake Elf Druid,common,0.13
Mystery Booster,2019-11-07,Lawmage's Binding,9,1447,{1}{W}{U},Enchantment — Aura,common,0.13
Mystery Booster,2019-11-07,Pillory of the Sleepless,16,1463,{1}{W}{B},Enchantment — Aura,uncommon,0.13
Mystery Booster,2019-11-07,Qasali Pridemage,19,1467,{G}{W},Creature — Cat Wizard,common,0.20
Mystery Booster,2019-11-07,Soul Manipulation,14,1488,{1}{U}{B},Instant,uncommon,0.18
Mystery Booster,2019-11-07,Terminate,19,1495,{B}{R},Instant,common,0.43
Mystery Booster,2019-11-07,Tithe Drinker,12,1498,{W}{B},Creature — Vampire,common,0.25
Mystery Booster,2019-11-07,Fire // Ice,21,1538,{1}{R} // {1}{U},Instant // Instant,common,0.16
Mystery Booster,2019-11-07,Bonesplitter,29,1552,{1},Artifact — Equipment,common,0.12
Mystery Booster,2019-11-07,Filigree Familiar,14,1582,{3},Artifact Creature — Fox,uncommon,0.21
Mystery Booster,2019-11-07,Flayer Husk,21,1583,{1},Artifact — Equipment,common,0.07
Mystery Booster,2019-11-07,Mind Stone,23,1609,{2},Artifact,common,0.25
Mystery Booster,2019-11-07,Perilous Myr,27,1618,{2},Artifact Creature — Phyrexian Myr,uncommon,0.10
Mystery Booster,2019-11-07,Prophetic Prism,15,1622,{2},Artifact,common,0.03
Mystery Booster,2019-11-07,Serrated Arrows,21,1626,{4},Artifact,common,0.24
Mystery Booster,2019-11-07,Skyscanner,8,1631,{3},Artifact Creature — Thopter,common,0.14
Mystery Booster,2019-11-07,Ash Barrens,29,1656,,Land,common,0.21
Mystery Booster,2019-11-07,Evolving Wilds,28,1665,,Land,common,0.45
Mystery Booster,2019-11-07,Orzhov Basilica,23,1682,,Land,common,0.20
Game Night 2019,2019-11-15,Topan Freeblade,9,14,{1}{W},Creature — Human Soldier,common,
Game Night 2019,2019-11-15,Lightning Strike,18,42,{1}{R},Instant,common,0.27
Historic Anthology 1,2019-11-21,Burning-Tree Emissary,23,16,{R/G}{R/G},Creature — Human Shaman,uncommon,
Historic Anthology 1,2019-11-21,Mind Stone,23,19,{2},Artifact,common,
Secret Lair Drop,2019-12-06,Serum Visions,10,29,{U},Sorcery,rare,
Secret Lair Drop,2019-12-07,Goblin Bushwhacker,13,17,{R},Creature — Goblin Warrior,rare,6.18
Theros Beyond Death,2020-01-24,Heliod's Pilgrim,12,20,{2}{W},Creature — Human Cleric,common,0.12
Theros Beyond Death,2020-01-24,Omen of the Sea,10,58,{1}{U},Enchantment,common,0.10
Theros Beyond Death,2020-01-24,Gray Merchant of Asphodel,20,99,{3}{B}{B},Creature — Zombie,uncommon,0.44
Theros Beyond Death,2020-01-24,Mire's Grasp,7,106,{1}{B},Enchantment — Aura,common,0.05
Theros Beyond Death,2020-01-24,Underworld Rage-Hound,13,163,{1}{R},Creature — Elemental Dog,common,0.06
Theros Beyond Death,2020-01-24,Voracious Typhon,13,203,{2}{G}{G},Creature — Snake Beast,common,0.02
Mystery Booster Retail Edition Foils,2020-03-08,Goblin Bushwhacker,13,52,{R},Creature — Goblin Warrior,common,
Media Inserts,2020-03-14,Heliod's Pilgrim,12,41,{2}{W},Creature — Human Cleric,rare,
Commander 2020,2020-04-17,Bonder's Ornament,9,67,{3},Artifact,common,0.11
Commander 2020,2020-04-17,Mulldrifter,29,117,{4}{U},Creature — Elemental,uncommon,0.35
Commander 2020,2020-04-17,Sakura-Tribe Elder,22,187,{1}{G},Creature — Snake Shaman,common,1.03
Commander 2020,2020-04-17,Growth Spiral,15,216,{G}{U},Instant,common,0.45
Commander 2020,2020-04-17,Terminate,19,231,{B}{R},Instant,uncommon,0.42
Commander 2020,2020-04-17,Ash Barrens,29,255,,Land,common,0.23
Commander 2020,2020-04-17,Azorius Chancery,23,256,,Land,uncommon,0.16
Commander 2020,2020-04-17,Boros Garrison,23,260,,Land,common,0.13
Commander 2020,2020-04-17,Dimir Aqueduct,24,270,,Land,uncommon,0.16
Commander 2020,2020-04-17,Golgari Rot Farm,23,277,,Land,uncommon,0.24
Commander 2020,2020-04-17,Gruul Turf,23,279,,Land,uncommon,0.20
Commander 2020,2020-04-17,Izzet Boilerworks,27,283,,Land,uncommon,0.17
Commander 2020,2020-04-17,Orzhov Basilica,23,297,,Land,common,0.15
Commander 2020,2020-04-17,Rakdos Carnarium,23,300,,Land,common,0.24
Commander 2020,2020-04-17,Selesnya Sanctuary,23,308,,Land,common,0.17
Commander 2020,2020-04-17,Simic Growth Chamber,23,311,,Land,uncommon,0.34
Ikoria: Lair of Behemoths,2020-04-24,Pacifism,11,25,{1}{W},Enchantment — Aura,common,0.03
Ikoria: Lair of Behemoths,2020-04-24,Dead Weight,14,83,{B},Enchantment — Aura,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Forbidden Friendship,8,119,{1}{R},Sorcery,common,0.08
Ikoria: Lair of Behemoths,2020-04-24,Spelleater Wolverine,5,137,{2}{R},Creature — Wolverine,common,0.02
Ikoria: Lair of Behemoths,2020-04-24,Lead the Stampede,4,163,{2}{G},Sorcery,uncommon,0.12
Ikoria: Lair of Behemoths,2020-04-24,Ram Through,16,170,{1}{G},Instant,common,0.13
Ikoria: Lair of Behemoths,2020-04-24,Evolving Wilds,28,247,,Land,common,0.09
Historic Anthology 3,2020-05-21,Momentary Blink,21,3,{1}{W},Instant,common,
Historic Anthology 3,2020-05-21,Chainer's Edict,15,10,{1}{B},Sorcery,uncommon,
Historic Anthology 3,2020-05-21,Krosan Tusker,23,21,{5}{G}{G},Creature — Boar Beast,common,
Core Set 2021,2020-07-03,Basri's Acolyte,8,8,{2}{W}{W},Creature — Cat Cleric,common,0.03
Core Set 2021,2020-07-03,Faith's Fetters,21,17,{3}{W},Enchantment — Aura,uncommon,0.01
Core Set 2021,2020-07-03,Feat of Resistance,4,19,{1}{W},Instant,common,0.03
Core Set 2021,2020-07-03,Mistral Singer,5,58,{2}{U},Creature — Siren,common,0.02
Core Set 2021,2020-07-03,Opt,16,59,{U},Instant,common,0.08
Core Set 2021,2020-07-03,Deathbloom Thallid,5,94,{2}{B},Creature — Fungus,common,0.03
Core Set 2021,2020-07-03,Village Rites,15,126,{B},Instant,common,0.18
Core Set 2021,2020-07-03,Hobblefiend,11,152,{1}{R},Creature — Devil,common,0.03
Core Set 2021,2020-07-03,Spellgorger Weird,9,161,{2}{R},Creature — Weird,common,0.04
Core Set 2021,2020-07-03,Llanowar Visionary,25,193,{2}{G},Creature — Elf Druid,common,0.15
Core Set 2021,2020-07-03,Skyscanner,8,238,{3},Artifact Creature — Thopter,common,0.04
Jumpstart,2020-07-17,Thriving Bluff,23,33,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Grove,23,34,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Heath,23,35,,Land,common,0.06
Jumpstart,2020-07-17,Thriving Isle,23,36,,Land,common,0.07
Jumpstart,2020-07-17,Thriving Moor,23,37,,Land,common,0.07
Jumpstart,2020-07-17,Pacifism,11,125,{1}{W},Enchantment — Aura,common,0.02
Jumpstart,2020-07-17,Raise the Alarm,20,129,{1}{W},Instant,common,0.04
Jumpstart,2020-07-17,Exclude,16,152,{2}{U},Instant,uncommon,0.11
Jumpstart Arena Exclusives,2020-07-17,Lightning Strike,18,152,{1}{R},Instant,uncommon,
Jumpstart,2020-07-17,Sea Gate Oracle,16,173,{2}{U},Creature — Human Wizard,common,0.14
Jumpstart,2020-07-17,Warden of Evos Isle,8,191,{2}{U},Creature — Bird Wizard,uncommon,0.05
Jumpstart,2020-07-17,Bone Picker,18,212,{3}{B},Creature — Bird,uncommon,0.04
Jumpstart,2020-07-17,Falkenrath Noble,19,232,{3}{B},Creature — Vampire Noble,uncommon,0.22
Jumpstart,2020-07-17,Phyrexian Rager,23,266,{2}{B},Creature — Phyrexian Horror,common,0.03
Jumpstart,2020-07-17,Plagued Rusalka,8,268,{B},Creature — Spirit,common,0.07
Jumpstart,2020-07-17,Beetleback Chief,21,294,{2}{R}{R},Creature — Goblin Warrior,uncommon,0.22
Jumpstart,2020-07-17,Borderland Marauder,7,300,{1}{R},Creature — Human Warrior,common,0.02
Jumpstart,2020-07-17,Chain Lightning,21,302,{R},Sorcery,uncommon,0.25
Jumpstart,2020-07-17,Fanatical Firebrand,14,315,{R},Creature — Goblin Pirate,common,0.17
Jumpstart,2020-07-17,Flurry of Horns,7,321,{4}{R},Sorcery,common,0.05
Jumpstart,2020-07-17,Heartfire,7,333,{1}{R},Instant,common,0.03
Jumpstart,2020-07-17,Lightning Bolt,28,342,{R},Instant,uncommon,1.30
Jumpstart,2020-07-17,Makeshift Munitions,12,348,{1}{R},Enchantment,uncommon,0.07
Jumpstart,2020-07-17,Thermo-Alchemist,20,365,{1}{R},Creature — Human Shaman,common,0.18
Jumpstart,2020-07-17,Dinrova Horror,23,450,{4}{U}{B},Creature — Horror,uncommon,0.05
Jumpstart,2020-07-17,Lawmage's Binding,9,453,{1}{W}{U},Enchantment — Aura,common,0.07
Jumpstart,2020-07-17,Gingerbrute,25,466,{1},Artifact Creature — Food Golem,common,0.27
Jumpstart,2020-07-17,Guardian Idol,9,467,{2},Artifact,uncommon,0.25
Jumpstart,2020-07-17,Perilous Myr,27,476,{2},Artifact Creature — Phyrexian Myr,common,0.07
Jumpstart,2020-07-17,Prophetic Prism,15,478,{2},Artifact,common,0.03
Double Masters,2020-08-07,Ancestral Blade,17,3,{1}{W},Artifact — Equipment,common,0.01
Double Masters,2020-08-07,Thraben Inspector,30,35,{W},Creature — Human Soldier,common,0.25
Double Masters,2020-08-07,Bone Picker,18,78,{3}{B},Creature — Bird,common,0.06
Double Masters,2020-08-07,Cast Down,19,79,{1}{B},Instant,common,0.21
Double Masters,2020-08-07,Twisted Abomination,11,111,{5}{B},Creature — Zombie Mutant,common,0.05
Double Masters,2020-08-07,Abrade,22,114,{1}{R},Instant,common,0.19
Double Masters,2020-08-07,Clear Shot,7,159,{2}{G},Instant,common,0.02
Double Masters,2020-08-07,Conclave Naturalists,7,160,{4}{G},Creature — Dryad,common,0.04
Double Masters,2020-08-07,Izzet Charm,11,202,{U}{R},Instant,uncommon,0.38
Double Masters,2020-08-07,Flayer Husk,21,256,{1},Artifact — Equipment,common,0.06
Double Masters,2020-08-07,Sickleslicer,11,287,{3},Artifact — Equipment,common,0.05
Double Masters,2020-08-07,Ash Barrens,29,310,,Land,uncommon,0.24
Amonkhet Remastered,2020-08-13,Cartouche of Solidarity,9,8,{W},Enchantment — Aura Cartouche,common,
Arena Beginner Set,2020-08-13,Pacifism,11,16,{1}{W},Enchantment — Aura,common,
Arena Beginner Set,2020-08-13,Cloudkin Seer,26,25,{2}{U},Creature — Elemental Wizard,common,
Arena Beginner Set,2020-08-13,Warden of Evos Isle,8,38,{2}{U},Creature — Bird Wizard,uncommon,
Arena Beginner Set,2020-08-13,Typhoid Rats,2,63,{B},Creature — Rat,common,
Amonkhet Remastered,2020-08-13,Striped Riverwinder,17,82,{6}{U},Creature — Serpent,common,
Arena Beginner Set,2020-08-13,Raid Bombardment,8,82,{2}{R},Enchantment,uncommon,
Amonkhet Remastered,2020-08-13,Bone Picker,18,94,{3}{B},Creature — Bird,uncommon,
Amonkhet Remastered,2020-08-13,Doomed Dissenter,7,101,{1}{B},Creature — Human,common,
Amonkhet Remastered,2020-08-13,Gravedigger,14,107,{3}{B},Creature — Zombie,uncommon,
Arena Beginner Set,2020-08-13,Evolving Wilds,28,111,,Land,common,
Amonkhet Remastered,2020-08-13,Abrade,22,136,{1}{R},Instant,uncommon,
Amonkhet Remastered,2020-08-13,Firebrand Archer,17,154,{1}{R},Creature — Human Archer,common,
Amonkhet Remastered,2020-08-13,Cartouche of Strength,17,184,{2}{G},Enchantment — Aura Cartouche,common,
Amonkhet Remastered,2020-08-13,Evolving Wilds,28,292,,Land,common,
The List,2020-09-01,Triplicate Spirits,13,38,{4}{W}{W},Sorcery,common,0.14
The List,2020-09-01,Man-o'-War,23,65,{2}{U},Creature — Jellyfish,common,0.07
The List,2020-09-01,Tortured Existence,10,115,{B},Enchantment,common,2.46
The List,2020-09-01,Abrade,22,122,{1}{R},Instant,uncommon,3.72
The List,2020-09-01,Burst Lightning,19,126,{R},Instant,rare,0.50
The List,2020-09-01,Kingpin's Pet,14,215,{1}{W}{B},Creature — Thrull,common,0.12
The List,2020-09-01,Terminate,19,230,{B}{R},Instant,rare,6.33
The List,2020-09-01,Wayfarer's Bauble,9,278,{1},Artifact,common,0.43
Secret Lair Drop,2020-09-03,Opt,16,111,{U},Instant,rare,6.33
Zendikar Rising,2020-09-25,Dauntless Unity,7,9,{1}{W},Instant,common,0.01
Zendikar Rising,2020-09-25,Bubble Snare,8,47,{U},Enchantment — Aura,common,0.03
Zendikar Rising,2020-09-25,Into the Roil,14,62,{1}{U},Instant,common,0.04
Zendikar Rising Commander,2020-09-25,Tuskguard Captain,5,85,{2}{G},Creature — Human Warrior,uncommon,0.15
Zendikar Rising Commander,2020-09-25,Yavimaya Elder,15,87,{1}{G}{G},Creature — Human Druid,common,0.06
Zendikar Rising Commander,2020-09-25,Soul Manipulation,14,100,{1}{U}{B},Instant,uncommon,0.16
Zendikar Rising,2020-09-25,Feed the Swarm,13,102,{1}{B},Sorcery,common,0.20
Zendikar Rising Commander,2020-09-25,Mind Stone,23,114,{2},Artifact,uncommon,0.23
Zendikar Rising Commander,2020-09-25,Boros Garrison,23,122,,Land,uncommon,0.13
Zendikar Rising Commander,2020-09-25,Dimir Aqueduct,24,126,,Land,uncommon,0.16
Zendikar Rising Commander,2020-09-25,Evolving Wilds,28,129,,Land,common,0.12
Zendikar Rising Commander,2020-09-25,Gruul Turf,23,131,,Land,uncommon,0.15
Zendikar Rising Commander,2020-09-25,Selesnya Sanctuary,23,140,,Land,uncommon,0.26
Zendikar Rising,2020-09-25,Gnarlid Colony,8,185,{1}{G},Creature — Beast,common,0.02
Zendikar Rising,2020-09-25,Skyclave Sentinel,4,253,{3},Artifact Creature — Gargoyle,common,0.01
Kaladesh Remastered,2020-11-12,Aether Chaser,12,113,{1}{R},Creature — Human Artificer,common,
Kaladesh Remastered,2020-11-12,Filigree Familiar,14,239,{3},Artifact Creature — Fox,uncommon,
Kaladesh Remastered,2020-11-12,Prophetic Prism,15,264,{2},Artifact,common,
Commander Legends,2020-11-20,Ancestral Blade,17,5,{1}{W},Artifact — Equipment,common,0.02
Commander Legends,2020-11-20,Doomed Traveler,17,19,{W},Creature — Human Soldier,common,0.01
Commander Legends,2020-11-20,Faith's Fetters,21,20,{3}{W},Enchantment — Aura,uncommon,0.03
Commander Legends,2020-11-20,Palace Sentinels,13,36,{3}{W},Creature — Human Soldier,common,0.03
Commander Legends,2020-11-20,Raise the Alarm,20,41,{1}{W},Instant,common,0.04
Commander Legends,2020-11-20,Seraph of Dawn,11,44,{2}{W}{W},Creature — Angel,common,0.03
Commander Legends,2020-11-20,Preordain,25,84,{U},Sorcery,common,1.80
Commander Legends,2020-11-20,Warden of Evos Isle,8,106,{2}{U},Creature — Bird Wizard,uncommon,0.05
Commander Legends,2020-11-20,Cast Down,19,112,{1}{B},Instant,uncommon,0.16
Commander Legends,2020-11-20,Eyeblight Massacre,7,125,{2}{B}{B},Sorcery,common,0.02
Commander Legends,2020-11-20,Phyrexian Rager,23,142,{2}{B},Creature — Phyrexian Horror,common,0.02
Commander Legends,2020-11-20,Thorn of the Black Rose,15,154,{3}{B},Creature — Human Assassin,common,0.12
Commander Legends,2020-11-20,Fiery Cannonade,12,178,{2}{R},Instant,common,0.05
